,FileName_OrigRNA,Metadata_ChannelID,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_target,Metadata_experiment_type,Metadata_cell_line,Metadata_pert_iname,Metadata_gene,Metadata_pubchem_cid
481,r03c06f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C06,5,0.134529799,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
482,r03c06f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C06,6,0.134524003,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
483,r03c06f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C06,7,0.134517103,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
484,r03c06f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C06,8,0.134525001,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
485,r03c06f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C06,9,0.134528607,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
486,r03c07f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,1,0.134504095,-0.000322907,0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
487,r03c07f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,2,0.134506494,-0.000968721,0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
488,r03c07f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,3,0.134501204,0.000322907,0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
489,r03c07f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,4,0.134497404,0.000968721,0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
490,r03c07f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,5,0.134504899,-0.000968721,-0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
491,r03c07f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,6,0.134500295,0.000322907,-0.000322907,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
492,r03c07f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,7,0.1344935,0.000968721,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
493,r03c07f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,8,0.134499505,-0.000322907,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
494,r03c07f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C07,9,0.134500593,-0.000968721,-0.000968721,-2e-06,3,DHH,Compound,A549,M-25,,44250034.0
495,r03c08f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,1,0.134483099,-0.000322907,0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
496,r03c08f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,2,0.134485096,-0.000968721,0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
497,r03c08f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,3,0.134480506,0.000322907,0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
498,r03c08f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,4,0.134476706,0.000968721,0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
499,r03c08f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,5,0.134483203,-0.000968721,-0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
500,r03c08f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,6,0.134478197,0.000322907,-0.000322907,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
501,r03c08f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,7,0.134471998,0.000968721,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
502,r03c08f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,8,0.134478107,-0.000322907,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
503,r03c08f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C08,9,0.134480894,-0.000968721,-0.000968721,-2e-06,3,AGER,Compound,A549,azeliragon,,11180124.0
504,r03c09f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,1,0.134462506,-0.000322907,0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
505,r03c09f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,2,0.134464905,-0.000968721,0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
506,r03c09f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,3,0.134460106,0.000322907,0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
507,r03c09f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,4,0.134455696,0.000968721,0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
508,r03c09f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,5,0.134462699,-0.000968721,-0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
509,r03c09f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,6,0.134458303,0.000322907,-0.000322907,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
510,r03c09f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,7,0.134452298,0.000968721,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
511,r03c09f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,8,0.134458303,-0.000322907,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
512,r03c09f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C09,9,0.134460196,-0.000968721,-0.000968721,-2e-06,3,TUBB,Compound,A549,CYT-997,,11351021.0
513,r03c10f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,1,0.134444803,-0.000322907,0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
514,r03c10f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,2,0.134444997,-0.000968721,0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
515,r03c10f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,3,0.1344423,0.000322907,0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
516,r03c10f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,4,0.134438396,0.000968721,0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
517,r03c10f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,5,0.1344437,-0.000968721,-0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
518,r03c10f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,6,0.134439796,0.000322907,-0.000322907,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
519,r03c10f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,7,0.134434104,0.000968721,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
520,r03c10f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,8,0.134439602,-0.000322907,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
521,r03c10f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C10,9,0.134441301,-0.000968721,-0.000968721,-2e-06,3,PDPK1,Compound,A549,AR-12,,10027278.0
522,r03c11f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,1,0.134428605,-0.000322907,0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
523,r03c11f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,2,0.134430394,-0.000968721,0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
524,r03c11f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,3,0.134426907,0.000322907,0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
525,r03c11f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,4,0.134422198,0.000968721,0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
526,r03c11f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,5,0.134425893,-0.000968721,-0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
527,r03c11f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,6,0.134422705,0.000322907,-0.000322907,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
528,r03c11f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,7,0.134417295,0.000968721,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
529,r03c11f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,8,0.134421796,-0.000322907,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
530,r03c11f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C11,9,0.134423807,-0.000968721,-0.000968721,-2e-06,3,S1PR4,Compound,A549,CYM-50260,,44620894.0
531,r03c12f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,1,0.134410903,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
532,r03c12f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,2,0.134414405,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
533,r03c12f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,3,0.134410501,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
534,r03c12f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,4,0.134406701,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
535,r03c12f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,5,0.134410501,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
536,r03c12f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,6,0.134406194,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
537,r03c12f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,7,0.134402394,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
538,r03c12f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,8,0.134407103,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
539,r03c12f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C12,9,0.134408295,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
540,r03c13f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,1,0.134397507,-0.000322907,0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
541,r03c13f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,2,0.134399503,-0.000968721,0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
542,r03c13f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,3,0.134396493,0.000322907,0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
543,r03c13f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,4,0.134392694,0.000968721,0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
544,r03c13f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,5,0.134398103,-0.000968721,-0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
545,r03c13f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,6,0.134395003,0.000322907,-0.000322907,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
546,r03c13f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,7,0.1343925,0.000968721,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
547,r03c13f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,8,0.134394899,-0.000322907,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
548,r03c13f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C13,9,0.134396404,-0.000968721,-0.000968721,-2e-06,3,FLT3,Compound,A549,KG-5,,53328059.0
549,r03c14f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,1,0.134385496,-0.000322907,0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
550,r03c14f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,2,0.134388104,-0.000968721,0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
551,r03c14f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,3,0.134384602,0.000322907,0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
552,r03c14f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,4,0.134381607,0.000968721,0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
553,r03c14f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,5,0.134386405,-0.000968721,-0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
554,r03c14f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,6,0.134384498,0.000322907,-0.000322907,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
555,r03c14f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,7,0.134379402,0.000968721,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
556,r03c14f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,8,0.134384006,-0.000322907,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
557,r03c14f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C14,9,0.134385005,-0.000968721,-0.000968721,-2e-06,3,TNF,Compound,A549,JTE-607,,9938545.0
558,r03c15f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,1,0.134376094,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
559,r03c15f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,2,0.134377405,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
560,r03c15f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,3,0.1343752,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
561,r03c15f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,4,0.134372801,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
562,r03c15f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,5,0.134374902,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
563,r03c15f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,6,0.134373799,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
564,r03c15f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,7,0.134369001,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
565,r03c15f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,8,0.134371296,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
566,r03c15f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C15,9,0.134372294,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
567,r03c16f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,1,0.134365097,-0.000322907,0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
568,r03c16f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,2,0.134365395,-0.000968721,0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
569,r03c16f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,3,0.134364501,0.000322907,0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
570,r03c16f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,4,0.134362295,0.000968721,0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
571,r03c16f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,5,0.134364694,-0.000968721,-0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
572,r03c16f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,6,0.134362698,0.000322907,-0.000322907,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
573,r03c16f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,7,0.134359106,0.000968721,-0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
574,r03c16f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,8,0.134361506,-0.000322907,-0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
575,r03c16f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C16,9,0.134362504,-0.000968721,-0.000968721,-2e-06,3,MMP2,Compound,A549,ilomastat,,132519.0
576,r03c17f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,1,0.134356305,-0.000322907,0.000322907,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
577,r03c17f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,2,0.134357601,-0.000968721,0.000968721,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
578,r03c17f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,3,0.134354904,0.000322907,0.000968721,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
579,r03c17f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,4,0.134353995,0.000968721,0.000322907,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
580,r03c17f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,5,0.134354994,-0.000968721,-0.000322907,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
581,r03c17f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,6,0.134354398,0.000322907,-0.000322907,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
582,r03c17f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,7,0.134350106,0.000968721,-0.000968721,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
583,r03c17f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,8,0.134352699,-0.000322907,-0.000968721,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
584,r03c17f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C17,9,0.134352699,-0.000968721,-0.000968721,-2e-06,3,ADRA2B,Compound,A549,RX-821002,,108094.0
585,r03c18f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,1,0.134348407,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
586,r03c18f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,2,0.134348497,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
587,r03c18f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,3,0.134347796,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
588,r03c18f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,4,0.1343458,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
589,r03c18f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,5,0.134347603,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
590,r03c18f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,6,0.134346604,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
591,r03c18f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,7,0.134343505,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
592,r03c18f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,8,0.134344995,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
593,r03c18f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C18,9,0.134346202,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
594,r03c19f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,1,0.134341806,-0.000322907,0.000322907,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
595,r03c19f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,2,0.134343699,-0.000968721,0.000968721,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
596,r03c19f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,3,0.134341493,0.000322907,0.000968721,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
597,r03c19f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,4,0.1343389,0.000968721,0.000322907,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
598,r03c19f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,5,0.134339601,-0.000968721,-0.000322907,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
599,r03c19f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,6,0.134339005,0.000322907,-0.000322907,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
600,r03c19f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,7,0.134335399,0.000968721,-0.000968721,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
601,r03c19f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,8,0.134338304,-0.000322907,-0.000968721,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
602,r03c19f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C19,9,0.134338304,-0.000968721,-0.000968721,-2e-06,3,FFAR4,Compound,A549,TUG-891,,57522038.0
603,r03c20f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,1,0.134332597,-0.000322907,0.000322907,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
604,r03c20f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,2,0.134334102,-0.000968721,0.000968721,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
605,r03c20f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,3,0.134331003,0.000322907,0.000968721,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
606,r03c20f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,4,0.134330198,0.000968721,0.000322907,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
607,r03c20f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,5,0.134331197,-0.000968721,-0.000322907,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
608,r03c20f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,6,0.134330407,0.000322907,-0.000322907,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
609,r03c20f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,7,0.134326607,0.000968721,-0.000968721,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
610,r03c20f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,8,0.134329602,-0.000322907,-0.000968721,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
611,r03c20f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C20,9,0.134329394,-0.000968721,-0.000968721,-2e-06,3,LYN,Compound,A549,ponatinib,,24826799.0
612,r03c21f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,1,0.134325504,-0.000322907,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
613,r03c21f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,2,0.134325102,-0.000968721,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
614,r03c21f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,3,0.134323493,0.000322907,0.000968721,-2e-06,3,,Compound,A549,DMSO,,
615,r03c21f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,4,0.134323701,0.000968721,0.000322907,-2e-06,3,,Compound,A549,DMSO,,
616,r03c21f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,5,0.134324893,-0.000968721,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
617,r03c21f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,6,0.134322703,0.000322907,-0.000322907,-2e-06,3,,Compound,A549,DMSO,,
618,r03c21f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,7,0.134321496,0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
619,r03c21f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,8,0.134321496,-0.000322907,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
620,r03c21f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C21,9,0.134322703,-0.000968721,-0.000968721,-2e-06,3,,Compound,A549,DMSO,,
621,r03c22f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,1,0.134319797,-0.000322907,0.000322907,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
622,r03c22f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,2,0.134319097,-0.000968721,0.000968721,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
623,r03c22f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,3,0.134318203,0.000322907,0.000968721,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
624,r03c22f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,4,0.134317696,0.000968721,0.000322907,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
625,r03c22f05p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,5,0.134318903,-0.000968721,-0.000322907,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
626,r03c22f06p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,6,0.1343178,0.000322907,-0.000322907,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
627,r03c22f07p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,7,0.134315804,0.000968721,-0.000968721,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
628,r03c22f08p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,8,0.134316593,-0.000322907,-0.000968721,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
629,r03c22f09p01-ch3sk1fk1fl1.tiff,5,BR00116991,C22,9,0.134317294,-0.000968721,-0.000968721,-2e-06,3,RPL23A,Compound,A549,puromycin,,5702164.0
630,r03c23f01p01-ch3sk1fk1fl1.tiff,5,BR00116991,C23,1,0.134310797,-0.000322907,0.000322907,-2e-06,3,CSK,Compound,A549,SRC-kinase-inhibitor-I,,1474853.0
631,r03c23f02p01-ch3sk1fk1fl1.tiff,5,BR00116991,C23,2,0.134312704,-0.000968721,0.000968721,-2e-06,3,CSK,Compound,A549,SRC-kinase-inhibitor-I,,1474853.0
632,r03c23f03p01-ch3sk1fk1fl1.tiff,5,BR00116991,C23,3,0.134311095,0.000322907,0.000968721,-2e-06,3,CSK,Compound,A549,SRC-kinase-inhibitor-I,,1474853.0
633,r03c23f04p01-ch3sk1fk1fl1.tiff,5,BR00116991,C23,4,0.134310201,0.000968721,0.000322907,-2e-06,3,CSK,Compound,A549,SRC-kinase-inhibitor-I,,1474853.0
